sentence,sentiment
Sallu bhai aapka no.... chaye,1
Hero ki entry last me kyun hoti hai abhi pata chala,1
Teri maa ka,0
Kuch log zindagi bar nhi samjte or na dusro ko samjhne dete h kud toh bekar hote h dusro ko bhi apni tarh bana dete isliye vo kabhi nhi samjege.,0
Bhai jaan 4.30 pm ho gaiya hai ab to online avo kitna wait karvoga,1
Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response,1
bhai ap bhi hamare desh ke mantriyo ki tarah late aaoge kya,0
Asslamu alyekum bhai ek bar jwab jarur do bhai,1
time mile to 1 rply de do dil ko bahot sukun milega,1
bhai jan kya baaaat haiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii.,2
nar ja kutte,0
nice pic modi ji,2
Ek baar milke tyo dekiye...aap daang reh jaayenge...,1
Salman handsome king,2
aisa sahi me hoga kya,1
Jai jai bajrang bali sallu bhai ek number,2
sir kase pata chalega aap online ho aap se baat kase karunga,1
Aap sabki madad karte he meri friend ki help kar dije pliz,1
theater me ja k salman ka movie kabhi nahi dekhunga Internet pe 10 din k baad aayega download kar k dekhung!!! free me,0
"350 cr kamati ab,",1
Ise share karo plz,1
Bina musalman ke hit ho jaye ga ye film samje,0
swal kai hai jwab kab doge,1
Ohh aaj mara bhai roja #tc,2
I knw apko muskil ho raha hoga sabko reply dene mai,0
ramzan mubarak ho bhaijaan,1
"Tayyr,hai sllu bhaijaan",1
mar jaye woh log jo mujse jalte hai mere bharmini hone se jalte hai unka wenaash ho jaye,0
sallu bhaijan.pls aa jo ab,1
eid mubark salman bhai,2
bhai mae tho tayar hae,2
meri jaan jo b km krti he vo nice hi hota he,2
ek din m apne ganv se cycle chalake milne aa raha tha aapse. Abhi m Julwania mein hoon sir .,1
hi khadus kya ho rha hai kha ho,1
Ary bhai love. Phr jb b awo gy aunga. Ap ko request byjta hun link mel gya.,1
Iski ma chod do salman ki,0
Roza ka time bhi hora,1
hallo bhai jan kaise hai mai aapka bahut bada fan hu,1
kabhi to waqt pe aya kro salu miya..........,1
hello Kya main mr. salman khan se baat kar sakta hoon??,1
Nice salu bhai,2
Mera yeh matlab nahi thaa naam to acha hai Salmanji yaar shaadi karlo abb tooo...:D,1
JAY JAY HO BHARAT,2
teri aukat kya hai khabbis jo ham musalmano ko nich bolta hai,0
kafir ki film dekhna haram hai,0
bhai aap toh hit ho,2
Kaheytey ho ki muslim fans pic nahi dekhey to bhi hit hogi,0
Bhai song utna acha ni tha jitna socha tha but nyc song,1
sayed app busy ho..kohi bat nhi hum samj te he,1
baat kaise hogi itne sare log to baat krna chahte hai,1
Awsome..miny salman khan.,2
Luv u bhai...u r so cute....sbki jaan salman khan......... Anitha Parmar,2
"Vidya gupta pagal ho gai h kay,.,,.,.",1
Bhaijaan plz tell plz bhai one comment,2
jo jo gali diya hai sabko sunna hoga ab,0
Jaldi btao bhai jaan,1
Are sir aj apke liye 4g internet pk dalwaya hai..ab aa bhi jao.. ;),1
Hii 4 bj gye h,1
Kamal kartey hoo.Jab bhai ayenge tou awaaz tou hougi hii.waiting for the Wright time.,1
Kya huwa bhai aap ne apni baat nahi puri ki kuch kaam mei phas gaye ya Hume bhool gaye,2
inbox ma bat karo sallu,1
bhai pls kabhi mathura bhi aao na yaha apke diwane bhare pade hai .pls kabhi yaha bhi darshan do apke fans pagal ho jayenge apko dekhkr bhai,1
Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri,2
Yo yo ka song hona chaiye tha,1
bhai mai tu kabse tayyar sath me eid manege bhai roza the aj,1
bhai aai jao tame badi door gaau se aako betho hu..,1
ek dum tayyar,2
Salman khan pagal hai,1
Lv u bhai mere salman bhai,2
"Musalmaan kabhi aage se vaar ni karta hamesha hijdo ki tarah pichhe se vaar karta hai,Pakistan ko hi dekh lo Muslim hijdo ka desh Hahahahahahaha",0
Bhai plzzzz jldi a jao,1
Jawab kyun nahi aaya,1
Main to Bajrangi Bhaijaan dekhne bilkul nai jaunga friends aap bhi mat jana,0
Bhai aap mahan ho,2
aabki baat 800cr par bajrangi bhaijaan (y),2
agar modi ji 10 saal pahle pm bane hote to ham aaj 20 saal aage hote,2
sem 2u bhai,1
"yes, lv u sallu bhaijaan...",2
pahle sahi se islam ka meaning sikh lo tum aur apne pita ji ko bhi sikhao,0
ohhh bhot intezar ho gya .....its 4:23sir....,1
Nitin Saxena bhai order krdia kya???,1
4 to baj Gaye,1
apko salman bhai ki kasam mujhe add kijiya,1
bhai party ke liye abke sab frnd tayar hain...!!,1
Aap shadi kab karoge yaar :(,2
kya sallu bhai baat krne ki bola lekin reply to kisi ko kr hi nhi rhe,0
Kyun reply nahi karr rahe ho???,0
Sana khan add karo mujhe,1
Apna liya toh saab jetha hai dusra kai liya jina wala koh farista kahatai hai,1
mey Facebook par...Twitter pe nehi...aooo na..,1
good soch pm narendra modi,2
Salman bhai ab to ap shadi kr lain...,1
Desh chodo pahaley yeh media ko change Karo ... !! ?,1
Bhai ko mat bolo wo buzzy hoga aajaiga,0
kl aapne waisa qq kiya,1
Sunil ji Brahmand ke Sher hain hamarein Modi Ji,2
sir ap roja rakte ho,1
hum bajrang bali k bhakt h Mar jayenge lekin jhut nahi bolenge..,1
Kya ap hum se bat karoge,1
Harami kanjer insaan,0
saale phale tu mera land mu se nikal tab na kuch bole ga,0
Sallu kya likha hai kuch samajh nhi aaya,1
lv u salman bhai,2
hi sallu bro....,1
Tere naam ke ladke diban h pata nahi,2
Koi batao salman se kaha bat hogi please,1
yadi apse milana he to kya krna hoga,1
aise neak kam karne se shayad hi unke dilo mai hamare desh ke liye pyaar bade,1
Banjrangi bhaijaan jaisa koi nahi ban sakta hai aur unki movie mashallah,2
bhak chutiya sala bhosrdi k shar gairat naam ki koi chiz nhi kya re tujme,0
bhosdiwalo bhai ke khilaf kuch galt mat bolo tumhari life jhand krdunga me mc harami log,0
India no1 star salman bhai,2
Aur jo chup chup ke bole chala jay vo hi asli hijde ki aulad hota hai ashu kutt,0
Allah aapko khush rakhe or aap yun hi Blockbuster Films dete rahen or logo ko Entertain krte rahen Ham sab ki naik khwaishat or duaen aapke saaath hain...,2
Great PM sahab yeh sab only hmare modi ji hi kar skte h,2
salman aapne 3:30 bola tha,1
Salman Bhai esi post ka intezaar tha thank u bhai shukriya Maherbani.,2
4 baj gaye par baat abhi baaki h,1
P.M.NAMO NAMO Aaj aapki vajha se saare Duniya Ghunj uthe hai only MODI MODI Thanks,2
Sir aap jo kam country ke lea kar rahe hai uske lie aapko badhi,2
voh toh haiiiiii,1
mi ap ki movie ka bhut time se wait kr rhi ccccc,1
Eid kab hain? Jis din Salman ki filim release hoti hai.,1
Movie dekh ke..aansu aagya yar..Very good movie,2
Namaskar app ki vikash bahut achhi gurdev sab se achhi,2
Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,2
Ye sab fake baatein h bhai sbhi religion key bht respect karte h or wo kbi kisi ko hurt nhi karte don't miss bajrangi bhaijaan movie m to jaonga first day or first show,1
Bhar do jholi meri,1
Salute you sir app bahut mehnat karte hai,2
Idar hi hun bahi,1
kamina hai ye,0
Bhai aap dildar ho m janta aapse bda koi ni h dil ka raja,2
are sallu bhi apki ghadi slow h kya??,1
I want it i want it i want itttttttttt ???,1
assalamualaikum ..... salman bhai me ye puchna chahti hu k jo baate sunne ko milri hei muje is film se related. kya aapne sach me esi koi baat boli hei ya ye sab rumors hei ....... plz tel bhai jaan,1
Salman bhaijaan. .Mere bade bhai..mujhe aapse Accha Koi nhi lagta. ..m Aapko apna bada bhai maanta hu...,2
Trailer tho badiya hai. Nd hero bhi handsome hai,2
sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,1
Salman khan dest actar bollywood,2
sab asca ah.... :),2
Kiya huwa bewde muhe kiyo latka ke behtha hai,0
bhai aap ki bhaijaan movi bhi 200 cr karegi,2
ok sallu 2mint letest,1
Ap sub ki firki le rhe ho kya'?,1
mene ap ke paas mail kiya hai mughhhhhe aap se answer chahiye,1
Bhai meri sim docomo hai maine bht try kiya ny ho raha hai,1
Sahi h fir agar aisi baat h to .....Jo log afwah uda rahe unhen ye sab nhi krna chahye......Islam jhut nhi sikhata h,0
Bhai aap bimar ho kya????bolti bandh kyu haii??,2
salmam ji kya hai aap rply nahi dai rahai ho. thoda dyan muj ko b dona plzzz,2
4 baj gye haiiiiiii,1
Mera toilet bhi saf ker jana Salman Khan,0
Bhai jaan come plz,1
love uuuu shalluuuu,2
i love you salman sir...aap ki movie dekh raha hu abhi judawa ..,2
bhai ap kub facebook par bheet te ho ye bata ho,1
sallu bhai.... kaha ho thum??,1
bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse,1
kitny farigh log ho yar kyn requests bhej ry ho,1
bj gye 4ab aja mere yar,1
thanx salman bhai..love u forever,2
Love u salman kbse wati kar rahe h.,2
Ek baar commitment kardi 4:00pm phir kisiki nhi sunnte :),1
"Jaanma main bol rahi hu ki,tum mere twits dekho :/",2
hamare sallu bhai h,1
Bahi mai karanataka se hun apko dekne k lia bahut bhar aa chuka hun mumbai pe lekin uss time ku aap nahi mile 11 sal se mumbai ara hun aj tak nahi deka plz reply bhai plz apse request hai,1
"Tajikistan ne Gurudev Tagore,Mahatma Gandhi ki peetho ki sthapanaa karake Bharat k bhaavaatmak ekataa ko sudridh kiya h",2
Teri party tere baab ko de na layak,0
6 min bhai,1
4 toe hogaya na sir....,1
try kariye ap mese kisi se to bat kar hi lege,1
Salman ap ku nhi aey,1
Yr salu bhai jaldi idhr pk m loadshafing hojaegi :D,1
i love u soooooooooooooooooooooooooooooooooooooo+00000000000+00000000000000+000000000000-000000000+0000000+0000+0000+000+00+0 Mich and u r beautiful+awesome,2
hi salman vai eid mubarak,1
Hii..Salman Bhai mai abhi se kah raha hun ki apki Bajarangi Bhaijaan hit film hai... Ap kya Kahte hain????,2
Mai tho supper man salmaan ka fan Jo leve panga kardo ma bhean I'd Mubarak sir,2
aj apne hum sbko bht hurt kiye salman...apse ye umid nhi thi hum sb ko :-(...bt m also luv u salman...:),1
kayeh tiger khan bolu..?,1
Mujhe sirf itna puchna hai KiAap har waqt itne log aur bodyguardWe ghire rehte ho hum jese aap KOKaise mil sakte hai???????Please give answer.,1
qqq kiya aapne aisa,1
3:30 p kyon nhu,1
Bhot sahi bhai... Bhai bhai.... :),2
apko ana padega,1
salman bahi uar best,2
modiji aap great ho but dekhna kahin bahr rishte ache karte karte aapke 5 saal na nikal jayen ..:P,2
Bhai ...4 <= baj gaye h ?Kaha ho aap,1
picture mein sheer dikhtay hoo aur real mein maha sheer sallu,2
plz javab degey na,1
Niki varma tum bhi bol lo,1
Salman Khan Facebook py nh hen. Unho ny apny interviw me kaha tha.,2
Yar ashu tm had par kr rhe ho. Plz bs kr yr. . .itna nonsense mt bolo,0
KASH HAM MIL PATE,1
Aaj ki party meri trf se this eid,1
Hum bhuke mur rahe hai sir,0
Breaking news dhayan se dekhiye ye insan ko jisne logo ko intzar krne m itna majbur kr diya,1
"But bhaijaan Ji , aapki movie Ki shooting ka kya ?? Prm rtn dn pyo!",1
Teri maa ki chuth. .film riles ka raha hai bahan chood. Eid .par kiyu. Nikal raha hai,0
Yr tum sab ko bahut takleef he bhai ki sadi. ..se. ..heiiiiinn?,0
bas bhai 24-25 ke lag rahe aap to .,2
Salman khan madharchod randy ka ladka harami kafir,0
mere frnd log apke hi fan he but wo log apke movie me jo chalisa he usse naraj he & qawali sunkar bahot khush he,1
salman sir abi tak wait kar reha hai hum plz abi b aa joa,2
ye sab kuch nahi hai exal aur coral me bhot sare formula and short cut hai wo yad rakhna padta hai,1
Yes yes yes,2
Isbar tmhari le li jyegi preshaan na ho,0
Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,1
Aap katrina se shaadi kyun nahi kar lete...? Sallu miya,1
"PRANAM,JAI HO",1
"Bharat Nav nirmaan karenge MODI Ji,shaktishaali rastra banaaven MODI Ji",2
main ye pic dekhne ke liye taiyar hu salman bhai,1
Hum vi bath korengi apke sath sallu bhai,1
ok ap chahe 5pm pe aana par online hona,1
BAJ GYA CHAR,1
Hiiii me aap ki sab se bati Fan hoooooo.....                      ????????,2
4 bhj gye but aap kahan ko jnab :(,1
Don't wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge,2
Koy musalmaan ye film nahi dekhe ga ye film flop hogi,0
zindagi bhar intezar bhaiiiii.....is duniya mein sirf aap ke liye,1
Isna Muslim ko chalang kiya ha iska movie koi. Mat dekhna agr tum sab Muslim hoga to nhi dekho ge,0
bhajrangi bhaijan official page me jao baat karne k liye,1
RAJ KAPOOR KI FILMO KE BAARE ME SUNA THA KI USSR ME PASAND KI JAATI HAI.LAGTA HAI VAH AAJ BHI KAYAM HAY.,2
sir me aapke apartment ke bhar 7 din se morning to eve khada tha aap ko dekhne pr me dekh nhi paya,1
bhai koi photo jo aap ke dil ke karib ho,2
Bht bht taklifda kam ha,1
Agar tu asli mard ka bacha hoga toh jawab jarur dena,0
Isliye ye salman kutte film koy musalman math dekho,0
salman ki band baj jani chahiye is baar,0
sir ji itna wait q karwa rhe ho,1
Plzzz ya zaror bata do bs yahi k ap ko jo ma snd karti hun apko milta ha ya nhe plzzz ya bata do,1
i think salman ne ye twitter k lie kaha hai qk salman ka ye post twitter se hi liya gya hai.....toh hmlog yahan kya kar rhe,1
kya baat hain,2
Please Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab doPlease Maaki qasam javab do,1
I mean I am thinking dat ki prdp tak yaha hi rul jaau ok?? So plz 1 reply for plzzzzzzzzzzzzzzzzzzzz?? I am ur die hard fan bhai plzzzzz,1
nyxc trailer bhaijaan,2
kya huaa bhaijan,1
yr apne Shi nhi kiya musalmano ko chetavni dekar,0
Assalamu Alaikum Salman KhanHum aapke fans chaahte hai ki aap ek baar haj ya umra karke aaye . Inshaa Allah aapki life ki mushkile aasaan hojaaye . Aameen.,2
sallu bhai apka fan bangladesh me plz cal +8801719447771 met u all news share me all time plz cal sallu bhai jai ho,2
dashing salman khan ..,2
3.30 bje kya hoga,1
Aapko itni cmnts aayegi.. Aap toh reply b ni kroge..,1
so gaye kya,1
Salam ap is page py hee rho salman khan jb online hoga to reply dega.,1
Supr salman bhaijan,2
abhi tk kyu nhi aye aap salman sir??$$$$ dieing to tlc to u.......,1
Warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch Dino baad hai,1
Aap film me bajarangi hai ki Bhai jaan,1
Hallo bhaijan kaha ho,1
Salman you r being human love you bby..... mujhe tumara pyar chiya or kuch nhi... love you??????,2
kya hua bhAi,1
bharat ka shan narendar modi lakin bihar ka kya hoga modi jee,1
I Iike and love u salman khan aur ha kya such me aap hamare comment padhte ho aap tv par bol rahe the mai sare comment padhta hu ya u hi fake rahe the bhai ??,2
Swagatam Maa bharti apne pass bula rahi h,1
4.....baj gy ....but party abhiii bakiii hai.....vo bhi saallllluuuu miya bhaijaaan ki....,1
Sllam bhai jaan EIDmubarakh.,1
bhai aap tension mtlo humlog aap pr bht trust krte hai yeh films sab ki 300 crs kmayegi ...,2
yeh dua hai meri ke aap hamesa khus rhe,2
GOOD MORNING TO ALL OF UP M SHRI NARENDRA BHAI MODI JI JAY SHRI KRISHNATHANKS TO BOTH OF USANGITA PATIL MLAVIJAY KUMAR Vicky Mavan SoniJAY SHRI KRISHNA,1
"Punjab mein Babbu maan aur bombay mein salman jaisa koi nhi hai .. In dono jaisa koi aur nhi,paida ho sakta .. Salman bhai ek song Babbu maan ka to banta hai apki next movie mein",2
bhaijaan bas ek kar do,1
Bhai kia karne arahe ho,1
acha h bhai,2
Es i love ka ryply tab tak ayga jab tak tum kuch nhi khta,1
meko lag rha hai ye salman kbhi reply nhi degi,2
Hum fans ki koi kadar hi nahi h,2
Fake fake ....fake ye fake h. Suna sabny,2
My bhai my hero salman bhaihum salman bhai ke bahut bare bhakt h mar jayenge lekin jhut nahi bolenge,1
salman tum garibo k dard samjhte ho you are grateman,2
Bajrangi bhaiJan aap se kb mulakaat hogi isi janam ya agle janam Bajarang bali kab chahte hai,1
3.30 pm se bhai video chat karenge yaha pe sb question taiyar rakhna apne,1
sab muslim bahi se gujaris h ki duwa karo ki yes ramjaan me yeto h aagle sal ramjaan me ni ho,1
Bhar do jholi meri ya Muhammad mujhko salman sir. Se milado,2
Sallu bhai aaj apka dil garden garden kyu ho rha h....??? Koi to locha h....,2
aaja sham hone aayi,1
Maat dekho salman ke bajrange bhai jaan movies 2 ? Salman khan is not a muslim he is a hindu becous Allah sey SAAB SE BAA GUNAA HAIN SHIRK TO Salman kahn shirk kar raha hain 3 KURAN KA farman haain saab se bara gunaa Shirk hain,0
yrrr aao na jaldi 4:14 bhi ho gye,1
modi ji. Assam and megalaya me ak khel hota he jiska nam he ter plz usha bond kijea.,1
Bajrangi bhaijaan is awsome,2
Salman gadi aaram se chlana ab wrna jai..l,1
Aap ka bhi insaf honga. yaha nahi to waha honga. . inshallha,1
arey yo toh apna hi balak se,1
Superb sallu jaan,2
Salman khan Teri maa ki chuth aur Teri bahan ki chood,0
Nice bhaiYOU ARE THE BEST BEST BEST BEST BEST BEST BEST BEST BEST,2
acha sab ye btao bhai ka sbse bda fan kon hai,1
jai shri Ram Jai shri ram,2
sir m aapka chuta sa fan hu par kuch bhe kar sakta hu,2
Bas dil pak ho bhale duinya kuch b kahe,1
aaj ki party bhai k taraf se,1
Love you love you salman bhai,2
Hi salman i'm sameer baloch in balochistan i'm biggggg fan of you,2
<b>BHAAI LAGTA H BAHUT BUSY HO KOI NAHI HOTA BUT ITNA,1
Sir meri ek hi ichha h apse milna,1
Agar muslim ki nam badnam huya to teri page unlike kordun ga or kavi bi tere liye duya nahi karen ge#@Me sulltan@,0
Arey saab apse to hmm ptivate mai milunga?,1
Salman sir ki chandi hi chandi..(:,2
To hum kya karay,1
Akib Jawad TU SULTAN KO FLOP KARAYEGA TU ABE JA CHUTIYA JA TU YHA SE NHI TO THOK DUNGA,0
Bollywood bhi swachch kara do wo to abhi bhi nanga hi hai...,0
Adab adab arz hy bhai.,2
Asslamualeykum bhai jaan,1
Enka koi eman dharm nahi hai,0
PM ji ne toh poore vishwa mein ye saabit kar diya hai ki India sab ke sath badhega.,2
bt apne 3:30 kaha tha :(,1
Sure i ll 3:30 Ko kya me toh 2:30 Ko hi facebook me rahungi,1
love uuu saluuuuuuu,2
How's ur back pain ryt now????? I m tensed....btao na plz salman aap to khe rhe the ki 4 pm baat kroge but aap to 1 bhi cmnt ka reply nhi diya plz is waale ka de dena plz... a request,1
Sir jodhpur se hu bs wait kruga apka airport pe fir se milna kuch dena bhi j,1
devil apke pi6e...nice bhaijan,2
"Modi saab g,, galla da krah bnayi jayoge, k kuj kroge v..",0
Salman khan am exited 4 ur n3w film #bajrangi #bhaijan .....................,2
we love u very much bhaijann( bollywood ke sann india ke jaan sub ke bhaijaan SALMAN KHAN ) !!!!!!!!!!!!!!,2
good evening Mr. khan ... mai apki bout bout bdi fan hu..i love u so much bhaijaan..... bhagwan apko hr buri najar se bchaye or aap hmesha healthy rhe...  love u bhai.....,2
OK Alia Bora mtmano sujao khoda Hafiz by Mafi mangne ki adat nhi samajjao byyyyyy....,1
Don't worry bhai aap aaye nhi toh bhi chlega,1
"Sabko bacha kaho,sirf mere ilawa ok",1
aap tho bat nahi kar rahi ho. wadda kiya bat korogi aap,2
Bajrangi bhaijaan 300 par karega yeh mere wada hai,2
Aise mat karo yaar...plzzz,1
"Modi tujhe jaan se maarna mera kaam hai , main Khalistani huuuuuuu",0
"you are great,Bhaijaan......love u bhai,love u bhai,love u bhailove u bhai,love u bhai,love u bhai,love u bhai,love u bhai,-V E R Y MUCH....",2
KARTIKEY KUMAR modi hi des ko agÅ  bada sakate hai,2
Mananiy & sammananiy narendra modi ji is yug k Aap Lauh Purush hai mujhe aap par garv hai Aapko koti-koti Naman,2
